Precisão/Revocação;deckard-8-5-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,4451948
40%;0,3876135
50%;0,42367
60%;0,4387185
70%;0,4085469
80%;0,4318032
90%;0,4448147
100%;0,4228769
