Precisão/Revocação;deckard-8-10-1,0.csv
0%;1
10%;0,9068797
20%;0,6099099
30%;0,5922347
40%;0,6030183
50%;0,615522
60%;0,5471508
70%;0,573433
80%;0,5958489
90%;0,5661948
100%;0,4260591
