Precisão/Revocação;deckard-12-14-0,9.csv
0%;1
10%;0,7300687
20%;0,5557858
30%;0,4406442
40%;0,365934
50%;0,3933782
60%;0,4118823
70%;0,3784617
80%;0,4040607
90%;0,4187717
100%;0,4024943
