Precisão/Revocação;deckard-14-11-0,9.csv
0%;1
10%;0,7300687
20%;0,5571661
30%;0,5331493
40%;0,5051538
50%;0,5185038
60%;0,5350433
70%;0,5110033
80%;0,5363394
90%;0,4603143
100%;0,3804648
