Precisão/Revocação;deckard-14-8-0,9.csv
0%;1
10%;0,7288265
20%;0,5539742
30%;0,4316029
40%;0,3827853
50%;0,410004
60%;0,4271028
70%;0,4066346
80%;0,4311995
90%;0,4280312
100%;0,4530583
