Precisão/Revocação;deckard-4-2147483647-0,9.csv
0%;1
10%;0,753882
20%;0,5571973
30%;0,4549868
40%;0,4048272
50%;0,4257097
60%;0,4417789
70%;0,4237831
80%;0,4488244
90%;0,446442
100%;0,4283371
