Precisão/Revocação;deckard-14-3-1,0.csv
0%;1
10%;0,9204545
20%;0,5897571
30%;0,5098094
40%;0,463365
50%;0,4667136
60%;0,4812403
70%;0,506393
80%;0,5305064
90%;0,5009261
100%;0,333045
