Precisão/Revocação;deckard-14-13-0,9.csv
0%;1
10%;0,7300687
20%;0,5557858
30%;0,4359937
40%;0,3793135
50%;0,4038413
60%;0,4206532
70%;0,3858218
80%;0,4102773
90%;0,4208547
100%;0,3868944
