Precisão/Revocação;deckard-14-2-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,5203454
40%;0,4783008
50%;0,4789307
60%;0,4973735
70%;0,4717794
80%;0,4991899
90%;0,496769
100%;0,3848563
