Precisão/Revocação;deckard-8-6-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,4418702
40%;0,3419327
50%;0,3827544
60%;0,4016154
70%;0,3746072
80%;0,4005628
90%;0,4158546
100%;0,4422739
