Precisão/Revocação;deckard-10-3-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,4597092
40%;0,3674693
50%;0,4007352
60%;0,4144292
70%;0,3880344
80%;0,4152342
90%;0,3529541
100%;0,34036
