Precisão/Revocação;deckard-7-2147483647-1,0.csv
0%;1
10%;0,9421937
20%;0,6338316
30%;0,6275391
40%;0,606212
50%;0,6353477
60%;0,591919
70%;0,6147358
80%;0,6325525
90%;0,5936558
100%;0,3668041
