Precisão/Revocação;deckard-13-11-0,9.csv
0%;1
10%;0,7300687
20%;0,5571661
30%;0,4633079
40%;0,4341118
50%;0,4645968
60%;0,4811004
70%;0,4564577
80%;0,482178
90%;0,3799994
100%;0,3488791
