Precisão/Revocação;deckard-7-2-1,0.csv
0%;1
10%;0,9411067
20%;0,6323823
30%;0,6259863
40%;0,6336447
50%;0,6586828
60%;0,6625521
70%;0,6805022
80%;0,6921046
90%;0,6434757
100%;0,336923
