Precisão/Revocação;deckard-10-2-1,0.csv
0%;1
10%;0,9295596
20%;0,6446793
30%;0,6087954
40%;0,6280352
50%;0,5270336
60%;0,5368894
70%;0,5577981
80%;0,5784427
90%;0,4808919
100%;0,3598578
