Precisão/Revocação;deckard-1-9-1,0.csv
0%;1
10%;0,9067335
20%;0,6024458
30%;0,5754574
40%;0,5777647
50%;0,549722
60%;0,5337651
70%;0,5188382
80%;0,5402955
90%;0,4983424
100%;0,3400773
