Precisão/Revocação;deckard-13-10-0,9.csv
0%;1
10%;0,7300687
20%;0,5558376
30%;0,4353693
40%;0,4031659
50%;0,425368
60%;0,4405273
70%;0,4056893
80%;0,4292476
90%;0,4039312
100%;0,4118558
