Precisão/Revocação;deckard-13-0-1,0.csv
0%;1
10%;0,9026445
20%;0,4347579
30%;0,41429
40%;0,4180481
50%;0,4508845
60%;0,4601622
70%;0,480311
80%;0,4993179
90%;0,5166351
100%;0,4596699
