Precisão/Revocação;deckard-10-6-0,9.csv
0%;1
10%;0,7300687
20%;0,5557858
30%;0,433807
40%;0,3639034
50%;0,3925155
60%;0,4111577
70%;0,3787164
80%;0,4044032
90%;0,419311
100%;0,4453733
