Precisão/Revocação;deckard-11-7-1,0.csv
0%;1
10%;0,9275616
20%;0,5939153
30%;0,4665078
40%;0,4651052
50%;0,4567309
60%;0,4650535
70%;0,4769774
80%;0,5008302
90%;0,4897947
100%;0,3298859
