Precisão/Revocação;deckard-8-13-0,9.csv
0%;1
10%;0,7300687
20%;0,5557858
30%;0,4585185
40%;0,4257813
50%;0,3999058
60%;0,417976
70%;0,3847712
80%;0,4062893
90%;0,417388
100%;0,377141
