Precisão/Revocação;deckard-8-2-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,444256
40%;0,3970817
50%;0,419856
60%;0,4238925
70%;0,4059004
80%;0,4298019
90%;0,4305776
100%;0,3825708
