Precisão/Revocação;deckard-5-9-0,9.csv
0%;1
10%;0,7300687
20%;0,5555882
30%;0,4329709
40%;0,4025273
50%;0,421171
60%;0,4360342
70%;0,4041563
80%;0,4273749
90%;0,436499
100%;0,4395841
