Precisão/Revocação;deckard-14-4-0,9.csv
0%;1
10%;0,7300687
20%;0,5557858
30%;0,4316029
40%;0,3606234
50%;0,3885794
60%;0,4071369
70%;0,3766328
80%;0,4023496
90%;0,4149278
100%;0,4031311
