Precisão/Revocação;deckard-14-8-1,0.csv
0%;1
10%;0,9025974
20%;0,5066181
30%;0,4897144
40%;0,4925186
50%;0,5230564
60%;0,5333564
70%;0,5505252
80%;0,5701198
90%;0,5120402
100%;0,454039
