Precisão/Revocação;deckard-7-15-1,0.csv
0%;1
10%;0,9040579
20%;0,5964209
30%;0,5700226
40%;0,5720813
50%;0,5975533
60%;0,5021426
70%;0,5245976
80%;0,5461635
90%;0,5202293
100%;0,3400773
