Precisão/Revocação;deckard-11-13-1,0.csv
0%;1
10%;0,9062806
20%;0,4674653
30%;0,4563244
40%;0,4601515
50%;0,4532282
60%;0,462479
70%;0,4749337
80%;0,4895584
90%;0,4650142
100%;0,3647228
