Precisão/Revocação;deckard-10-2-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,4438578
40%;0,3965327
50%;0,4392776
60%;0,4433141
70%;0,4157532
80%;0,4415632
90%;0,449983
100%;0,3704432
