Precisão/Revocação;deckard-2-12-0,9.csv
0%;1
10%;0,7300687
20%;0,5555882
30%;0,433807
40%;0,4034935
50%;0,4223371
60%;0,4372765
70%;0,4054621
80%;0,4287774
90%;0,4379376
100%;0,441076
