Precisão/Revocação;deckard-10-1-1,0.csv
0%;1
10%;0,9228308
20%;0,6330981
30%;0,5979418
40%;0,60636
50%;0,5942898
60%;0,4989368
70%;0,5205866
80%;0,5423214
90%;0,41769
100%;0,3160831
