Precisão/Revocação;deckard-2-9-0,9.csv
0%;1
10%;0,7300687
20%;0,5555882
30%;0,4688312
40%;0,4416206
50%;0,4196163
60%;0,4343779
70%;0,4024152
80%;0,4255049
90%;0,4345808
100%;0,406539
