Precisão/Revocação;deckard-9-2147483647-1,0.csv
0%;1
10%;0,9228308
20%;0,632615
30%;0,5970016
40%;0,6052558
50%;0,5929968
60%;0,4976011
70%;0,519168
80%;0,5408191
90%;0,416572
100%;0,3160831
