Precisão/Revocação;deckard-7-3-1,0.csv
0%;1
10%;0,9241248
20%;0,6241849
30%;0,5095022
40%;0,5158254
50%;0,5482398
60%;0,5269001
70%;0,5223955
80%;0,5439187
90%;0,5084936
100%;0,3400773
