Precisão/Revocação;deckard-10-5-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,4451948
40%;0,3878828
50%;0,3681317
60%;0,3869069
70%;0,3656598
80%;0,3917934
90%;0,3992524
100%;0,4055827
