Precisão/Revocação;deckard-9-7-1,0.csv
0%;1
10%;0,907634
20%;0,6286309
30%;0,5351397
40%;0,5449691
50%;0,5445824
60%;0,506308
70%;0,4951064
80%;0,5191321
90%;0,4397486
100%;0,3207325
