Precisão/Revocação;deckard-14-7-0,9.csv
0%;1
10%;0,7301587
20%;0,5568848
30%;0,4630043
40%;0,4252884
50%;0,4512418
60%;0,4673075
70%;0,4412914
80%;0,4667225
90%;0,402135
100%;0,3397282
