Precisão/Revocação;deckard-8-1-1,0.csv
0%;1
10%;0,9227273
20%;0,6324338
30%;0,5967174
40%;0,604938
50%;0,5926345
60%;0,4972246
70%;0,5187814
80%;0,5404205
90%;0,4161707
100%;0,3160831
