Precisão/Revocação;deckard-8-4-1,0.csv
0%;1
10%;0,9039385
20%;0,6043714
30%;0,5778319
40%;0,5843423
50%;0,5965929
60%;0,5011685
70%;0,5235108
80%;0,5450516
90%;0,5088314
100%;0,4314913
