Precisão/Revocação;deckard-10-2-0,9.csv
1;0,6304348
2;0,4347826
3;0,451087
4;0,4210145
5;0,4034161
6;0,3967391
7;0,3680297
8;0,3540843
9;0,3540718
10;0,3410714
