Precisão/Revocação;deckard-7-7-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,4418702
40%;0,3882342
50%;0,4119987
60%;0,4286499
70%;0,3997279
80%;0,4240147
90%;0,4378408
100%;0,4365305
