Precisão/Revocação;deckard-50-0-1,0.csv
1;0,8913043
2;0,4565217
3;0,3876812
4;0,376087
5;0,3771739
6;0,3731884
7;0,3797792
8;0,3700593
9;0,3652519
10;0,3163043
