Precisão/Revocação;deckard-7-7-1,0.csv
0%;1
10%;0,9041973
20%;0,6008006
30%;0,5745257
40%;0,5724809
50%;0,5855759
60%;0,4917307
70%;0,5154016
80%;0,5379404
90%;0,5207019
100%;0,3380792
