Precisão/Revocação;deckard-4-3-1,0.csv
0%;1
10%;0,9055007
20%;0,5997332
30%;0,5738647
40%;0,5763499
50%;0,5270986
60%;0,5077756
70%;0,5184029
80%;0,539828
90%;0,4818549
100%;0,3562549
