Precisão/Revocação;deckard-12-8-0,9.csv
0%;1
10%;0,7288265
20%;0,5394815
30%;0,4207333
40%;0,3914809
50%;0,4172504
60%;0,433314
70%;0,4132856
80%;0,4372466
90%;0,4323791
100%;0,4570108
