Precisão/Revocação;deckard-10-2-1,0.csv
1;0,9347826
2;0,5543478
3;0,5126812
4;0,5398551
5;0,5677019
6;0,5661232
7;0,5599379
8;0,5461133
9;0,5194444
10;0,4465838
