Precisão/Revocação;deckard-9-7-0,9.csv
0%;1
10%;0,753882
20%;0,5363103
30%;0,4382643
40%;0,3861589
50%;0,392971
60%;0,4123584
70%;0,3816068
80%;0,4085487
90%;0,3846853
100%;0,3406555
