Precisão/Revocação;deckard-11-7-0,9.csv
0%;1
10%;0,7301587
20%;0,5342631
30%;0,4299078
40%;0,3975543
50%;0,3925399
60%;0,4118056
70%;0,3768761
80%;0,4037283
90%;0,3798512
100%;0,3362952
