Precisão/Revocação;deckard-30-2147483647-1,0.csv
1;0,8913043
2;0,5326087
3;0,5144928
4;0,5384058
5;0,543323
6;0,5199275
7;0,5045894
8;0,4652503
9;0,4436163
10;0,3759317
