Precisão/Revocação;deckard-20-2-0,9.csv
1;0,6304348
2;0,4347826
3;0,4655797
4;0,4210145
5;0,381677
6;0,3777174
7;0,3561594
8;0,3453557
9;0,3438923
10;0,3338509
