Precisão/Revocação;deckard-13-6-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,4418702
40%;0,3509671
50%;0,3918123
60%;0,410534
70%;0,3833028
80%;0,4089949
90%;0,4240068
100%;0,4501433
