Precisão/Revocação;deckard-1-4-1,0.csv
1;0,8913043
2;0,5434783
3;0,5181159
4;0,5152174
5;0,5262422
6;0,5036232
7;0,4957212
8;0,4649209
9;0,4340925
10;0,3588509
