Precisão/Revocação;deckard-6-1-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,5089154
40%;0,4388773
50%;0,4700738
60%;0,489939
70%;0,4767668
80%;0,5047989
90%;0,4989704
100%;0,431469
