Precisão/Revocação;deckard-14-10-0,9.csv
0%;1
10%;0,7300687
20%;0,5556399
30%;0,4353693
40%;0,4053617
50%;0,422581
60%;0,4376606
70%;0,4061192
80%;0,4296775
90%;0,401384
100%;0,4092851
