Precisão/Revocação;deckard-1-2-1,0.csv
1;0,8913043
2;0,5434783
3;0,5326087
4;0,5347826
5;0,5535714
6;0,5407609
7;0,5405797
8;0,5533597
9;0,5349379
10;0,4796584
