Precisão/Revocação;deckard-13-1-1,0.csv
0%;1
10%;0,9204545
20%;0,6304983
30%;0,5945618
40%;0,5743709
50%;0,5666617
60%;0,474433
70%;0,4988683
80%;0,5224339
90%;0,4103012
100%;0,3339534
