Precisão/Revocação;deckard-9-14-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,4487073
40%;0,3529977
50%;0,392675
60%;0,4112586
70%;0,3830481
80%;0,4086524
90%;0,4234675
100%;0,4060566
