Precisão/Revocação;deckard-14-5-0,9.csv
0%;1
10%;0,7300687
20%;0,5555882
30%;0,4444471
40%;0,4028728
50%;0,3949078
60%;0,4129247
70%;0,3873298
80%;0,4125712
90%;0,4171437
100%;0,4062664
