Precisão/Revocação;deckard-4-11-0,9.csv
0%;1
10%;0,7300687
20%;0,5547895
30%;0,4898415
40%;0,4641199
50%;0,4945077
60%;0,5112079
70%;0,4916697
80%;0,5178721
90%;0,520234
100%;0,4179677
