Precisão/Revocação;deckard-8-11-1,0.csv
0%;1
10%;0,9411067
20%;0,7535004
30%;0,7471043
40%;0,709007
50%;0,729335
60%;0,6871684
70%;0,6370239
80%;0,6529741
90%;0,5967225
100%;0,336923
