Precisão/Revocação;deckard-9-11-1,0.csv
0%;1
10%;0,9411538
20%;0,7536769
30%;0,7473398
40%;0,7093341
50%;0,7297494
60%;0,6875958
70%;0,637503
80%;0,6534694
90%;0,5972556
100%;0,3374893
