Precisão/Revocação;deckard-5-13-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,4418702
40%;0,3882342
50%;0,424421
60%;0,4395195
70%;0,4093898
80%;0,4327103
90%;0,4457459
100%;0,4483921
