Precisão/Revocação;deckard-7-2-0,9.csv
0%;1
10%;0,753882
20%;0,5564527
30%;0,5551111
40%;0,5129945
50%;0,5371572
60%;0,5523659
70%;0,5352726
80%;0,5585287
90%;0,5572645
100%;0,429764
