Precisão/Revocação;deckard-60-2147483647-1,0.csv
1;0,9347826
2;0,6086957
3;0,5597826
4;0,5623188
5;0,5041925
6;0,4565217
7;0,4210835
8;0,4085968
9;0,3996204
10;0,3410714
