Precisão/Revocação;deckard-9-3-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,4629027
40%;0,3656236
50%;0,3958474
60%;0,4152747
70%;0,3889404
80%;0,4162132
90%;0,3539721
100%;0,34036
